text,label
"전엔 식욕이 없어도 배는 고팠는데 이제 배도 안고파
먹고싶은게 머릿속에 떠오르는데 배가 고프지 않아
그냥 살기위해 먹을 때가 되어서 저녁을 먹었는데
속이 쓰려와 그리고 머리가 아파
습관적으로 소화제랑 타이레놀 먹었는데
오늘은 타이레놀마저 안듣네
먹는 즐거움은 만성 소화불량으로 즐기지도 못했지만
이제 먹는 것마저 꺼려지면 이게 사는걸까
그냥 이렇게 계속 식욕이 떨어지고 소화도 못하면
결국 죽겠지? 그냥 계속 식욕 떨어져라
그냥 그렇게 죽어갔으면 좋겠다",1
"혹시 충치 심하면 발치해야되는 경우도 있냐
ㅛ발21살밖에 안 됐는데..
나 양치 진짜열심히하는데 방법이 잘못됐나
아님 충치가 아니고 이에 금가서 아픈건가ㅠ",0
"그냥 다 무서워 병원가기도 무섭고 친구나 부모님에게 말하는것도 무서워
내가 약하고 볼품없는 사람이라는걸 굳이 나서서 광고하고 싶지도 않고
근데 너무 외롭다
그래도 10년 넘게 잘 견뎌왔는데 요즘 좀 살만해졌었나봐 다시 우울해지니까 버티기가 힘이 들어",1
"어른들말 틀린거없다 하는거 이제는 잘 공감안됨
시대가 너무 빨리빨리 변해서..
시대에 안맞는건 흘러듣고 경험이 담긴 소리정도만 걸러듣는게 베스트인것같다",0
"1개고 과제랑 관련된거 아님ㅠㅠ

성공은 해서
과제 다 제출했는데 한 줄이 이해가 안돼서 ㅠㅠ

tkinter 라벨링 질문임",0
널 위해서라도 건강해지려 했는데 ㅅㅂ이렇게 금세 디지고 싶을 줄으 ㄴ몰랐지,1
"생리때문에 불안할 필요 없는거
아무리 조심해도 불안할 수밖에 없는데 그런 걱정이 없어서 넘 행복하다
나중에 결혼하면 실컷 해야지^-^",0
#Ronette #뻘글,0
나 잘부름 스트레스 풀고싶은 사람 와 남녀 상관없음,0
"이 노래 가사 너무 공감된다 진짜 미래를 견딜 수 있으려나 그럴 가치도 없어보이는데

싸늘하기만 한
식어버린 마음
미동조차 없는
이미 죽어버린 마음

모두에게 머물고
대신 날 떠난
실로 실낱같던
그 한 가닥의 희망

그래도 아직은
때가 아니라며
그래도 아직은
견딜 수 있다며

죽지 마 다시 숨을 쉬어봐
죽지 마 다시 숨을 쉬어보라고
하지만 난 방법을 몰라
어쩌면 이젠 끝일까

커다란 망토에
가려진 엄청난
무게의 눈물 한 방울
그 무게에 짓눌려

그래도 아직은
때가 아니라며
그래도 아직은
견딜 수 있다며

죽지 마 다시 숨을 쉬어봐
죽지 마 다시 숨을 쉬어보라고
하지만 난 방법을 몰라
어쩌면 이젠 알고 싶지 않나 봐

과연 내가 견딜 수 있을까
분노와 증오로 가득 찬
나의 십자가의 무게와
절망으로 가득 찬 이 세상을

과연 내가 견딜 수 있을까
그럴만한 가치가 있을까
끊어질 듯한 이 고통과
배신으로 가득 찬 이 세상을

죽지 마 다시 숨을 쉬어봐
죽지 마 다시 숨을 쉬어보라고
하지만 난 방법을 몰라
어쩌면 이젠 알고 싶지 않나 봐",1
"우울해
이렇게 될 줄 알았으면서 아무것도 안 한 건 내 잘못이라 누굴 탓할 수도 없고 그냥 내가 한심하기만 하다
나 오늘 생일인데 축하한다는 말 한 번만 해줄 수 있어?",1
"가산점 인정 유효기간이 2년 또는 3년이 대다수인 줄 알았는데,
찾아보니까 유효기간을 따로 안정해두는 곳이 많더라구요

요즘 추세는 유효기간을 따로 두지 않나요?",0
엄마가 달라진걸 몰라 ㅠㅠ 내방 들어오길래 뿌듯하게 서잇엇는데 아무말이 없네ㅠㅠ,0
아 진짜 날씨는 왜이렇게 좋은거야,1
죽고싶다,1
"내가 너무 끔찍해. 아주 끔찍한 생각을 했어.
어떤 사람이 방에 불이 나서 죽었대. 온 몸에 화상을 입고 녹아내렸대. 그 사람이 너무 안타까워. 옆에서 듣는 엄마가 날벼락이라고, 살아있는 것으로도 감사하면서 살아야 한다고 말했어. 나는 지금 말도 안되게 죽음에 집착하고 있어서, 그 사람이 고통스럽게 간 건 정말 슬프지만 어쨌든 죽게 된 건 부럽다고 생각해버렸어. 누군지도 모를, 그 사고를 당한 고인에게 어떻게 그런 생각을 할 수 있는지 정말 죄스러워.

엄마하고 눈이 마주칠 때마다 엄마, 나 그만 죽으면 안될까. 엄마아빠만 괜찮다고 하면 난 편하게 떠날 수 있을 것 같아, 하고 묻고 싶은데 진짜로 입 밖에 낼 뻔한 적도 있는데 다행히 그런 멍청한 짓을 진짜로 한적은 없어. 진짜 마지막 순간이 되더라도 그건 편지에나 쓸 말이지 눈을 보고 할 말은 아니지. 그리고 그걸 물어보는 게 무슨 의미가 있어? 그게 괜찮은 부모가 어딨다고.

내가 살고 싶어한 적이 있었나? 죽고 싶어하다가, 그걸 잊고 지내다가, 다시 죽고 싶어하고.

그냥, 살고 싶어하는 사람이 있는 것처럼 나같이 원래부터 죽고 싶어하는 사람도 있는 거 아닐까?

참 불공평해. 난 불행하지 않거든. 어떤 사람들은 내가 가진 화목한 가정, 건강한 몸, 생명 그런 걸 갖고싶어할텐데 그건 나한테 족쇄일 뿐이야. 흔적 없이 사라질 수만 있다면 난 정말 망설임도 없이 고통 없이 죽는 방법을 열심히 찾아봤을거야.

그냥 난, 귀찮은 것 뿐이야. 삶과 투쟁하는 게 귀찮아. 지금도 별로 열심히 살고 있진 않지만 아무튼 살려고 해야 하는게 너무 많잖아. 난 그렇게까지 할만큼 살고 싶진 않단 말이야.
좋아하는 것도 사랑하는 가족도 있지만 그것 때문에 살고 싶을만큼은 아냐. 어쨌든 죽고 나면 아쉬울 게 뭐가 있겠어? 어차피 난 아무것도 모르는 흙덩이가 될텐데.

난 손가락 베는 거 하나도 싫어서 어디서 뛰어내린다든가 뭐 그런 아픈 짓으로 죽게 되진 않을거야. 매일 죽고 싶다고 징징거리긴 하지만 아직 직접적인 방법을 찾아보거나 시도해본 적은 없으니까 뭐 이 시기만 지나면 또 안 죽게 되겠지.

자꾸 나보고 상담을 받으라고들 하는데, 별로 안땡겨. 어쨌든 정말로, 난 불행하지 않아. 그냥 죽고 싶어하는 사람일 뿐이지. 그게 기억도 안 날 만큼 너무 오래돼서 난 그것 때문에 힘들지도 않아. 아무도 그걸 모르고 그것 때문에 누구한테 피해를 주는 것도 아닌데 그게 나쁜 건 아니잖아. 날 사랑하는 내 가족들만 내가 죽는 게 나쁠 게 없다는 걸 이해해주면 걸릴거 하나가 없을텐데.",1
"옆에 트럭이나 버스가 지나가면 몸을 던지고 싶은 충동이 너무 들어

그리고 지나가서 문득 무서워져",1
애얼굴은 어디서따온거임?,0
"꿈속에서 그 사람 얼굴이랑, 뭐 했는지 기억이 하나도 안나네

뭔가 되게 몽글몽글한 느낌이었는데
기억이 안나!!!

내 머리 속의 지우개...",0
"버스 안쪽 좌석으로 안들어가고 밖쪽에 쳐앉는 사람들
마빡 한대씩 때려주고싶아",0
"1. 근무복샷 인스타에 올리는 공무원들 믿거
2. 지하철 내리는사람 안기다리고 타면 못배운놈
3. 의료인이 환복하지않고 밥먹으면 믿거
(대체로 간호조무사)
4. 원룸에서 밤늦게 떠들면 못배운부모한테 자람
5. 20극후반인데 저축액 최소 1000도 없으면 노답
6. 사는이유가 인스타인 사람은 상종X

몇가지 더있는거 같은데 기억안나네.. 살면살수록
편견이 늘어가는거같다ㅋㅋ",0
ㅇ,0
해주라!! 165에 57이야 다 말랐거나 통통이고 보통체형은찾기 어렵더라고 ..,0
점심때 부터 소주 두병을 찾네 시발,1
난 지금 하루하루 어찌 살아간다고 해도 결국 살다가 나이가 몇이 됐든 언젠가 자살할 것 같아?,1
"아무도 없는데
맥주랑 소주병으로 머리 내려쳐 말아",1
"댓글보고 수상해서 찾아보니까
1. 인허가증 번호로 등록된 업체는 자진 폐업했음.
2. 같은 업체명으로 등록된 업체는 식품소분업에 해당하는 허가를 받지않음.
3. 업체에서 등록한 제조품목 정보에 등록된 제품이 없음.

카페인을 첨가한 음료베이스를 제조 할 수 있는지도 의문임.

알고 사자.",0
"아빠 일하는데 따라갔다가 본 멍멍이들,,, 이게 바로 행복입니다...
어미개는 짱 순해가지고 첨 보눈 사람이 새끼한테 접근해도 짖지도 않음 ㅠㅠ 어미가 계속 만져달라구 나한테 붙어서 새끼 별로 구경도 못 함.. 그래도 행복하다...
새끼들 1키로도 안 되는것 같은데 뭐 거의 따뜻하고 말캉한 솜뭉치 수준💭

넘 귀여워서 자랑하구 싶은데 자랑할 곳 없어 올려요,,, 발바리 진짜 최고 귀욤",0
아파도 힘들어도 아무 표현도 못하는 사람이 되어버렸어 그동안 너무 참고 참다가 속이 문드러졌어 서글프다 서글퍼 아무도 나한테 괜찮냐고 물어보지 않아 사실 나는 안괜찮은데 슬퍼,1
후드탈부착 가능. 30만원이야,0
"제가 1차시 강의를 못들었는데
아예 닫혀있어서 못들어버리네요 ㅠㅠ
혹시 정말 염치없는 부탁인거 알ㅈ만 필기내용 공유해주실분 없을까요 ㅠㅠㅠ
진짜 죄송한데 너무 간절합니다 ㅠㅠ
내일이 시험이라 시험때까지 볼 수 있는 줄 알았습니다 ㅠㅠ",0
"그거 이압 어떤가요…?
걸을때 고막에 느껴지는 진동 같은거만 에어팟 프로처럼 적으면 넘어가고 싶은데
이런 부분은 말이 없네요…",0
"멘탈의 강도에 관해 최근 생각해 볼 일이 많이 생겼다.
우리 아버지는 마초이즘의 화신같은 존재여서, 남자가 우는 소리 하는 걸 못 견뎌 하셨다.
사람의 정신상태란, 깨졌다 붙을수록 강해지는 것이니 참고 살라고 하셨다.
나는 어릴 때 부터 이를 내 철칙으로 삼아왔다. 주변 사람들에게 고민을 털어놓는 건 있을 수 없는 일이었고, 스스로 생각하기에 화나는 일이 있어도 꾹 참고 이겨내는 일이 잦았다.
한번은 가족 술자리에서, 가끔 정말로 우울하고 화날때, 예를 들어 첫 수능에 실패해 재수를 고려하고 있을 때는 죽음을 생각한 적이 있다고 어렵게 털어놓은 일이 있다.
부모님은 코웃음을 치며, 이렇게 말하는 사람 치고 진짜 죽은 사람은 없으니 강하게 살라고 핀잔을 주셨다.
그래서 그런줄 알고 살아왔다.

아버지의 말씀은 결론적으로 틀린 것 같다.
동생이 입대했다. 어머니는 나를 한 번 보내본 경험이 있으니 괜찮다고 하셨지만 전혀 그렇지 않다.
이전같으면 별로 고민하지 않아도 되었을 일을 붙잡고 괜히 스트레스를 받거나, 나에게 과한 관심을 주면서 일거수일투족에 대해 꼬치꼬치 캐묻고 따지고, 인간 사이에 있어야 할 적절한 거리를 두는 법을 잊으셨다.
동생에게 가야 할 관심은 나에게 모두 쏟아지며 나를 작두 위로 태웠다. 그래서 나는 더욱 치열하게 살았다.
관심이 두 배가 된 만큼 그 기대에 부응해야 한다. 나는 학점을 잘 받고, 자격증을 취득하고, 경쟁률이 아주 높은 대외활동에 합격했으며, 과외를 구해 용돈을 벌었다. 어떻게든 높아진 기준선을 맞추기 위해 아득바득 살아냈다.
결과, 주변에 내 자랑을 한번 하신 적 없던 분이 친구분들에게 내 자랑을 하고 다닌다는 말도 들었다.
게다가 동생이 휴가를 나왔다. 그렇게 잠시 동안은 모든게 좋아졌다.
그리고 동생이 들어가자, 빈자리는 이전에 비해 훨씬 더 크게 다가왔다. 내가 겨우 쌓아둔 100에 휴가 나온 동생이 50, 합해서 150의 만족감을 드리고 있었다면, 동생이 들어가면서 게이지가 0이 된 것 같았다.
내가 이전까지 이룬 성과는 이미 어머니의 눈 앞에서 사라진지 오래다. 매일 날아오는 날선 말들이 내 가슴을 후벼팠다.
난 더 이상 어떻게 할 수가 없다. 대외활동은 지금 하고 있는 걸로도 벅차고, 과외도 더 구하면 감당할 수 없으며, 방학 중이라 학점을 딸 수도 없고 자격증도 마땅한 것이 없다. 결국 맞고만 있어야 한다.
고민끝에 어렵사리 아버지께 말을 꺼냈지만, 부모님의 관심을 받지 못하는 사람들은 이 상황을 부러워 할 것이라는 말만 들었을 뿐이다. 이마저도 어머니의 귀에 들어가는 바람에 꾸중을 면치 못했다.

스트레스를 받을때의 내 반응이 너무 과해졌다.
예전보다 더 자주 극단적 선택에 대해 고민하고, 그때마다 떠오르던 주변 사람들과의 관계도 점차 무뎌져간다.
내가 사라진다면 슬퍼할 사람을 떠올려봐도 잠시 뿐, 어차피 나는 끝이 날 텐데 무슨 상관이냐는 위험하고도 짜릿한 생각이 머릿속을 좀먹어간다. 한 순간이면 편해지는 것이다.
심장이 빠르게 뛰고 열이 올라 눈앞이 흐려진다. 이전같으면 심호흡 몇번에 진정되었겠지만, 요즘은 거진 한 시간이 걸려서야 모든 것이 가라앉는다.
죽을 생각으로 고등학교 창틀에 올라섰던 그 때, 나를 막았던 힘은 '아직 모르는 미래'였다. 우습게도 아직 발매되지 않았던 만화책에 대한 생각이 문득 떠올라, 미친놈처럼 웃으며 창틀에서 한참동안 지평선만 바라봤던 기억이 난다. 하지만 지금은 그조차도 내 생각의 폭주를 막지 못한다. 내일이 다 무슨 상관인가. 죽으면 신경 쓸 필요가 없다.
결국 무의식의 폭주는 끝까지 달리며, 소소한 핑계 하나라도 찾지 못하면 정말 죽어버릴 기세로 질주하다가 내 몸이 지쳐서 잠들때가 되면 제풀에 지쳐 다시 저 깊은 곳으로 돌아가곤 한다.
그나마 다행인 점은 내가 자각하고 있다는 점일까. 만약 이 생각들이 나를 완전히 집어삼키면 그땐 돌이킬 수 없겠지.
그런 일이 일어날거라면 내가 모르는 사이 일어났으면 좋겠다. 나는 내가 지쳐가는 모습을 보며 또 지치고, 내가 힘들어하는 모습을 보며 또 힘들어 하고 있으니까.

군대에서 총기 불출을 하는 날이면, 무의식 중에 한 번씩 턱 밑에 총구를 대고 방아쇠를 당기는 시늉을 하곤 했다. 어쩌면 내 깊은 곳에는 계속해서 이 상황을 타개해야 한다는 의식이 있었는지도 모른다.
하지만 어머니 말마따나, 이렇게 게시판에 글 적어가며 신세한탄할 기운이 남은 사람은 죽을 사람은 아니다. 나는 죽을 용기도 배짱도 없는 놈이니 이게 다 무슨 소용인가. 결국 다 툭툭 털고 가야 할 일들일 뿐. 용기없는 사람의 신세 한탄일 뿐이다.
결국 오늘도 펜촉은 헛되이 종이 위를 나다닐 뿐이다.",1
"is a 지길 바라느냐......
너를 is 려 하였으나....
너를 itzy 못하겠다................",0
"버스 스피커에서
버스커버스커 - 여수 밤바다
가호 - 시작
선미 - 보랏빛 밤
차례로 나왔는데 서서 가는데도 안 짜증나고 잘 감상하면서 집 왔어..ㅎㅎ",0
물론 본인도 영어 못해서 개인적으론 좋은데 학교가 그토록 좋아하는 국제화 취지엔 정면으로 반하는 거 아님?,0
1학기에 들었던 과목을 재수강하려면 겨울 계절학기에 과목이 개설이 되나용?,0
이왜진,0
돈 먹튀 + 거짓말 + 성범죄로 이미지 나락간 것 같았는데 유튜브 핫동영상에 올라와 있네?? 여론이 바뀐거임? 아니면 대가리 깨진 팬들이 많은 거임?,0
"무기력증이 우울증을 낳은걸까
우울증이 무기력증을 낳은걸까
악순환이 반복되는것 같다",1
난 정말 가족들을 사랑하지 않아.,1
"약 먹으면 목 갈증& 입 마름이 좀 심해요
이외에는 부작용은 따로 없는데 약 바꾸어보는게 나을까요? 이 정도는 감수해야하나요",1
언제와 온제오냐구ㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜ,0
너무 귀여워......,0
아 오늘 루비 개빡친다...,0
I hate myself,1
신동렬이랑 투신자살한다,1
꾹 참고 안 울고 싶었는데 전화 너머의 친구의 위로를 들으니 울어도 된다고 하는 것 같아 그냥 맘놓고 울었다... 고마워..,0
기말고사랑 과제 너무 불안하다,1
딱히 우울하지는 않은데 죽고싶어,1
"아마 곧 열등감때문에 미쳐버릴거야 나는...
그럼 이건 병명이 뭐인거지",1
진짜 아무것도 하기싫다. 진짜 많은걸 해야하는데 정말 아무것도 하기싫다..진짜 그냥 이대로 시간이 멈췄으면 좋겠다.. 인생 ㅈ같다,1
"영발 15점 만점에 12.5 나왔는데 2.5점 때문에 내가 더 연습했어야 했나 싶어 슬프다. 교수님은 좋은 분이신데 현타온다. 전에도 4/5 나와서 1점 왜?!!!! 라는 생각이 들었는데...

1학년이니 학점 잘 받아야 한다고, 1학년 토탈 4.0은 반드시 나와야 한다고 집에서 압박주는 게 사람 우울하게 만들고 지친다. 진심으로 휴학 마렵고 여행 떠나고 싶다. 슬프다. ㅈ같은 코로나....

로스쿨을 생각하면서 1학기 학점이 3.916이니 어찌보면 나는 능력은 안 되는데 꿈만 높은 ㅂㅅ이 아닌가 하는 생각이 든다. 로스쿨이 아니더라도 부모님이 학점 인플레 시기에 4.0은 반드시 나와야 하고 그래야 경제학과에 갈 수 있다고 압박하시는게 사람을 공포에 떨게 하고 지치게 한다. 당장 직전 학기 때 학점 때문에 집안 분위기가 몹시 험악해진 걸 늘 생각하고 있으니 더욱 그렇다.

그때는 내 학점이 3.8이었다가 나중에 이의신청이 성공해 학점이 높아지기 전이기는 하지만 그래도 집안 분위기가 극적으로 바뀌지는 않았다. 3.8로 알고 있던 아빠는 바뀐 걸 알고 아 그래? 라는 무덤덤한 반응을 보였으나, 처음부터 3.916으로 들은 엄마는 왜 4.0이 안되냐고 했다.

엄마가 식구들 밥 먹을 때 당장은 웃으면서 다음에는 더 잘하자 라고 몇 차례 말하는 정도로 끝났지만 나는 엄마가 화를 내면 얼마나 집요하고 격렬한지 잘 알기에 그마저도 스트레스를 받았다. 형은 너는 너무 일일이 스트레스를 받는 경향이 있다면서 그러지 말라고 위로하지만...

4.0은 경제학과 커트를 좀 넘는다는 얘기를 들은적이 있기에 알려드렸지만 엄마는 그래도 안전하게 가야지 아슬아슬하게 가면 얼마나 마음이 불안하냐고 답하신다. 역설적으로 그 말이 나를 불안하게 만든다.

어디서 본 적이 있는, 학점 때문에 너의 가치를 떨어뜨리지 말라고, ""로스쿨 갈 꺼 아니면"" 너무 신경쓰지 말라는 글은 나를 오히려 힘들게 만든다.

새내기가 즐길 수 있는 행사는 커녕 코로나 때문에 동기들과 만난 적도 드문 나는 외출도 부모님 허락 맡고 한다. 최대 40분 정도. 다행히 며칠 전부터는 하루에 두번씩 나가고 있다. 코로나라서 이해는 가지만 그래도 뭔가 지친다.

이 글을 읽은 누군가는 나의 무능함을 지적할지도 모르겠다. 하지만 나는 노력을 기울이지 않으려는 것이 아니라, 결과가 안 좋더라도 빨리 감정을 털어내고 웃으면서 앞으로 나아가기를 바라는 것이지만 학점과 미래, 그리고 부모님의 반응이 너무나도 무섭다.

로스쿨이라는 꿈이 더 이상 내가 이루기 어려운 것으로 여겨진다면 나는 그때도 최대한 웃으면서 다른 길을 찾아보고 싶다. 그러나 그 순간이 온다면 나는 부모님의 분노를 감당할 자신이 없다. 그래서 무섭다.




영발 점수보고 감정을 억누르지 못해 쓴 글이 너무 길어져 버렸다. 긴 글 읽어주신 여러분께 감사드린다.",0
cu랑 co가 왜 저건지 이해가 안돼,0
혜화저녁배달 메뉴 추천좀,0
우울한 감정이 또 밀려 들어와,1
"#1

우울증을 겪었던 작가가 쓴 책입니다
같이 읽어보면 좋을 것 같아서 올려요

출처 https://www.slideshare.net/mobile/TCVScotland/redhall-i-had-a-black-dog",1
기숙사 신청할 때 전전학기로 신청하는건가옹?,0
대인기피증 치료받거나 극복하신분 있나요? ㅜㅜ,1
"혹시 7강에 스탠다드 모형은 기존 리카도, specific, h-o와 어떻게 다른 건가요..? 리카도랑 h-o 섞인거라고 하는데 이해가 잘 안가서요 ㅠㅠ
답변 부탁드립니다 ㅠ",0
"연예인같은 예체능 계열 종사하시는 분들 중에 커뮤에서 욕먹고 있으면 성공한 사람들이랬음.
고로, 에스파 방탄 둘다 성공한 사람들이라는 방증.
커뮤에서 누가 누굴 욕하는지 모르겠다. 본인부터 챙기시길",0
"코딩 해도 괜찮나요? 약간의 타다닥 소리인데노열에선 그 아무도 타이핑을 하고있지않네요,,,,,,",0
"여기에 글써보는건 처음이네
혹시 나같은 사람이 있을까해서 써봐.
나는 극도로 외로움 많이 느끼는 사람인데 신기한게 친구들이랑 노는게 너무 싫어. 차피 놀아봤자 언젠가 안볼사이라는 것도 잘 알고있고 그냥 내 자신이 솔직해지지 못하게 돼. 그럼에도 불구하고 다른 친구들이 지들끼리 노는거보면 부럽기도하면서도 반대로 내가 놀수있는 상황이 오면 항상 피하게 되더라고... 너무 우울하고 앞으로 내가 결혼하거나 죽으면 날 위할 사람이 얼마나 될까 걱정도 되고 진짜 힘들다....",1
"이제는 8시 거의 다 되어서 일어나는게 평소가 되어버린 기분이야
내일은 일찍 일어나도록 노력해봐야지

오늘 날씨는 적당한 시원함? 산책하고 나니 긴팔긴바지 운동복을 입은 나는 더울 정도야!

구름도 많이 보이지만 구름 없는 부분도 꽤 보이는 정도의 하늘이었어

오늘 코스는 늘 그렇듯이 경제관옆길ㅡ평평한산책길ㅡ세갈래길ㅡ성벽외곽ㅡ성벽내부길ㅡ종로08종점

#빵맨의아침",0
"얼굴 빵떡같은데 이거 어떻게 빼
몸은 정상~마름 사이야
더 다이어트를 해야되나..ㅠ
뭐 경락 이런거 효과있나 얼굴 갸름해진 사람 있니",0
"날씨도 좋은데 좀 나가고 그래라
지치지도 않누",0
돼지 앞다리살 + 꽃게된장국,0
족보삽니다 쪽지 주세요 ^^,0
"늘어진 하얀 티셔츠 한쪽이 사라진 양말
빼곡한 분홍 일기장
네가 만든 검정 목도리
너의 향기가 내게
너의 향기가 없어",1
"조금 두렵다

지금은 괜찮은데
언제 늪에 빠질지가 두렵다
예고도 없이 찾아오는 어둠이라서",1
죽고싶지만 살고시퍼,1
밑에 그대로 계산기 두드리면 pv 4539.5나오는데.. 제가 뭘 잘못했을까요,0
살고싶다,1
ㄹㅇ썩어문드러질 정도로 입던 후리스 갖다 버리는 바람에 입을 거 없었는데 다행이다ㅎ,0
"난 고딩때부터 국어국문학과랑 문예창작과에 로망 있었어
근현대 한국문학 덕후였기때문에",0
영화 소울 보는 내내 눈물 참았는데 더 죽고 싶었어. 6층에 작은 옥상이 있는데 팔 내밀어서 건물 밑 사진 찍어보니까 여기서 떨어지면 바로 밑 5층에서 걸리겠더라고. 아쉽더라.,1
"이전에 상담 받으면서 많이 상처를 받아서 극단적 생각까지 갔다가 좋은 상담 선생님을 만나서 많이 치유되었습니다.

그런데 선생님이 다른 지역으로 떠나게 되셔서 상담을 종결하게 되었네요

이어서 상담을 받고자하는데 다시 저와 잘 맞지 않은 상담가분을 만날까 너무 두렵네요.. 다시 상태가 나빠질까 많이 두렵습니다",1
현가계수표는 주지 좀,0
발사했다고?,0
자꾸 이러시면 저희 마음속에 muddy qi가 발현되는겁다,0
답 뭐야..?ㅠㅠ 무슨 단계? 였던 거 같은데,0
"첫 경기를 끝낸 경주마가 된 것 같아

13년 동안 수능만 보고 달려왔어

남들은 수능을 본다는 게 무섭고 싫다고 했는데, 난 오히려 좋더라

재수까지 해서 남들이 다 좋다고 하는 대학, 학과에 왔어

그런데 이젠 뭔가 없음

그냥 다 없음

뭘 예시로 들어야 할 지도 모르겠어

끊임없이 남과 비교해오면서 경쟁하고 이기는 법만 배워온 사람이

대학을 오면 어떤 생각을 하겠어 ㅋㅋ 하루 종일 sns이런거 보면서 계속 비교하는 거지

남들은 다 살 길 찾아서 떠나는 데, 나는 그 첫 경기만 계속 떠올리면서 아무 것도 안하고 있어

쉬고 있어도 쉬는 게 아니야",1
또 벌써 배고픈 이유는????,0
나도 하루만이라도 잘생겨지고 싶다,1
좋아하는 가수 말할때..,0
스스로 너무 답답해 나는 몸도 마음도 다 엉망진창인데 언제 쓰러져도 이상하지 않은 몸상태에 툭 건들면 무너질 멘탈인데 일단 앞으로 나아가야해 불안해서 쉬어갈 수가 없어 이게 맞는걸까 진짜 온갖군데가 다 아픈데 공부해야된다고 불안하다고 병원도 제대로 안가고 몸무게는 기아수준으로 빠져가고 제대로 서있기도 힘든 수준이야 취업만 하면 될거야 일년만 버티면 될거야 그러면서 버티는데 나 진짜 죽는거 아닐까 이러다가,1
열받네요 ㅋㅋ,0
제발제발제발제발제발 ㅠㅠㅠㅠ 연락주세요!!,0
죽고 싶다,1
7주차 강의에서 자본 이자율?? 설명하시면서 이 그래프를 그리셧는데 저 노란선이 의미하는 게 공급곡선이 맞나용..? ppf곡선과 만나는 직선이랑 노란선이 뭘 의미하는지 모르겠네요ㅠㅠㅠㅠㅠ흑흑,0
오랜만에 자살하고싶은 우울감이 드네,1
어땟나여??,0
준호네 부대찌개 1인분도 가능한가요?,0
내 얘기 들어줄 사람이 있었음 좋겠다 우울증 다시 도질 거 같아.. 예전 우울증 전조증상 똑같이 겪고 있어 진짜 죽어버리고 싶네 ... 그냥 아무 말 없이 나랑 같이 밥 먹어주다가 우울한 얘기 해도 그냥 고개만 끄덕여주면서 위로해주는 사람이 있었으면 좋겠다,1
다 하기 싫어서 던지고싶어,1
"사귀는거 아니니까 상관없지?

그래도 상대방한테 말 하는건 좀 그런가??

이렇게 하면 어장처럼 보이는거임?",0
요새 이전보다 덜 힘든데 자해는 늘어서 당황스럽다,1
"...오랜 시간이 지나 그 얘기를 듣게 되었을 때 나는 정말 슬픈 사람은 웃는다는 것을 깨달았다.
그리고 그 웃음은 흔히들 말하는 가면을 쓴 웃음이 아니라
진짜 웃음이라는 것을 깨달았다.

다만 그 사람은 울고 있되 뒤로 울고 있었던 것이다.
그러니까 슬픔의 정말 표정은 뒤통수에 달렸던 것이다.

왜 사람의 뒷모습을 빤히 쳐다보고 있으면
가슴이 한없이 미어지는지
생이 숨겨온 비밀 하나를 알아버린 것만 같다.

https://brunch.co.kr/@bloomoon/158

공감갔던 글이야..",1
"괜히 국내 최고규모 커뮤니티가 아니다ㅋㅋㅋㅋㅋㅋㅋ

성대 에타 비게같은데만 봐도
쟤가 내 동문이라고? 생각 들만큼 병신들 많은만큼
국평오가 적용되는 디씨가 수위가 더 심할 뿐이고

우리가 에타하는거 굳이 안떠벌리고 몰래몰래 하는것처럼 디씨하는애들도 감추고 있을뿐.

에타하는애가 디씨를 안할 순 있어도 디씨하는애가 에타를 안하겠냐? 애초에 설거지론 자체가 디씨 주식갤러리발 이론인데 에타에도 이만큼 떡밥도는건 그만큼 성대에도 제법 많다는거임ㅇㅇ",0
나만 모르겠는거야…??엉엉엉ㅜㅜㅜㅜㅠ,0
포차 오늘 영업할까요??,0
내가 동생 갖고 싶어서 엄마한테 ‘나를 사랑한다면 동생을 낳아줘’ ㅇㅈㄹ했다가 등짝 씨게 맞았네,0
전에는 내 마음이 깨지기 직전의 살얼음같다고 생각했는데 이제는 깨진지 오래고 다 불타서 재만 남은 상태처럼 느껴져 그냥 우울을 넘어서 감정이 안느껴져 무슨 생각을 하고 사는건지도 모르겠다,1
"오늘 종강했다.
후련하기는커녕 너무 힘들어서 우울하고 죽고싶다",1
이번 학기도 무사히 끝나길,1
"얼마전에 평범하고 색깔이 없는 자신을 싫어하고 개성있는 주변사람들을 부러워하는 주인공이 나오는 소설을 읽었는데
난 이상하게 그 사람이 부럽더라.

나는 특이한 내가 싫거든.
인간적인 매력같은 건 없어도 되니까, 평범한 멘탈, 평범한 외모, 평범한 생활력, 평범한 주변환경, 평범한 대인관계, 평범한 참을성, 평범한 수면리듬, 평범한 체력 갖고 살아보고싶다.

평범하게 사는 것도 욕심이라면, 지금보다 덜 두려워하고, 덜 후회하고, 덜 울고, 덜 지치면서 살았으면 좋겠다. 덜 방황했으면 좋겠다.",1
들으셨던 분들 시험 많이 어렵나요…ㅠㅠㅠ 교안만 보고 공부할 정도는 아닌가요…너무 막막해요ㅠ,0
